Name,Latent_feature
RID_1001000617_20190812_154023_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0033.jpg,"[ 0.53183323  0.06531872 -0.12745094 ... -0.3634217  -0.11851093
 -0.14981325]"
RID_1001000852_20191022_170308_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0025.jpg,"[ 0.5163634   0.20343032 -0.09040626 ... -0.5878949  -0.06277153
 -0.5119111 ]"
RID_1001007603_20180717_171004_L_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0049.jpg,"[ 0.55619514 -0.15039913 -0.20479701 ... -0.2916716  -0.15729561
  0.04416728]"
RID_1001000984_20190802_161342_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0097.jpg,"[ 0.59374315  0.05828439 -0.22770312 ... -0.23556735 -0.07741178
 -0.33756214]"
RID_1001001026_20180709_154750_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0113.jpg,"[ 0.6642079  -0.06087654 -0.18722479 ... -0.47764167 -0.16227208
 -0.38400626]"
RID_1001000483_20181005_151931_L_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0041.jpg,"[ 0.577393    0.13010898 -0.17540665 ... -0.37781873 -0.09559939
 -0.3341237 ]"
RID_1001000852_20191022_170308_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0065.jpg,"[ 0.37516513 -0.00562484 -0.08899541 ... -0.36627397  0.05898321
 -0.17821175]"
RID_1001006436_20190117_153355_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0025.jpg,"[ 0.57259583  0.19270597 -0.1429261  ... -0.41681746 -0.11376227
 -0.27179116]"
RID_1001007670_20190709_154342_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0073.jpg,"[ 0.5593474  -0.11648238 -0.19675317 ... -0.28196734 -0.08252765
 -0.09677321]"
RID_1001000001_20181231_155031_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0017.jpg,"[ 0.6679843   0.11687648 -0.13217193 ... -0.49109218 -0.1907424
 -0.65786296]"
RID_1001000466_20190716_152500_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0081.jpg,"[ 0.56472117 -0.20744297 -0.07726552 ... -0.3703274  -0.2703081
 -0.82218957]"
RID_1001001046_20181128_132405_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0081.jpg,"[ 0.56574047  0.01449064 -0.15409566 ... -0.3375805  -0.09873525
 -0.21245849]"
RID_1001000342_20181203_154641_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0009.jpg,"[ 0.5491312   0.24535643 -0.13610384 ... -0.5164442  -0.0991785
 -0.46333292]"
RID_1001004902_20180926_162921_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0105.jpg,"[ 0.50777     0.19331452 -0.15974954 ... -0.57249576 -0.14294367
 -0.3605367 ]"
RID_1001006890_20191113_165709_L_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0081.jpg,"[ 0.5888011  -0.03442945 -0.11112365 ... -0.29103887 -0.10492072
 -0.34198934]"
RID_1001001130_20180522_154512_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0081.jpg,"[ 0.5363596   0.09971333 -0.18963638 ... -0.28999582 -0.10064826
 -0.16771574]"
RID_1001007670_20190709_154342_L_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0025.jpg,"[ 0.55702513  0.16604732 -0.15970345 ... -0.3688815  -0.14711657
 -0.46763498]"
RID_1001000745_20191218_134307_L_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0121.jpg,"[ 0.6157555   0.2216903  -0.16727401 ... -0.36621055 -0.16895418
 -0.33632526]"
RID_1001000585_20190521_164622_L_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0001.jpg,"[ 0.61621165  0.2426444  -0.15667951 ... -0.52745986 -0.15562351
 -0.439336  ]"
RID_1001000147_20190925_154428_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0033.jpg,"[ 0.6352659   0.12636404 -0.11697515 ... -0.38908663 -0.08655806
 -0.45296407]"
RID_1001001041_20190605_152102_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0049.jpg,"[ 0.571064    0.05475594 -0.14782386 ... -0.49127263 -0.10756347
 -0.3077204 ]"
RID_1001007730_20181221_161535_L_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0097.jpg,"[ 0.6246656  -0.04623976 -0.1836884  ... -0.36472654 -0.14172839
 -0.2913552 ]"
RID_1001000149_20180618_154813_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0105.jpg,"[ 0.5045098   0.31550506 -0.14181775 ... -0.3888587  -0.16287304
 -0.36432025]"
RID_1001007730_20181221_161535_L_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0073.jpg,"[ 0.6009837  -0.05226086 -0.1997863  ... -0.16923992 -0.07195656
 -0.09176091]"
RID_1001000342_20181203_154641_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0065.jpg,"[ 0.42611828 -0.06283589 -0.10918683 ... -0.39577222 -0.02895403
 -0.18962917]"
RID_1001007923_20180417_162800_L_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0049.jpg,"[ 0.52564603  0.06389444 -0.17343543 ... -0.17191353 -0.05025288
 -0.13593146]"
RID_1001007672_20181010_153529_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0089.jpg,"[ 0.55986154 -0.15308054 -0.20916371 ... -0.28943333 -0.11287949
 -0.33250976]"
RID_1001001192_20190626_162944_L_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0113.jpg,"[ 0.6674304   0.06544598 -0.16667917 ... -0.47147152 -0.2317938
 -0.37917468]"
RID_1001000149_20180618_154813_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0073.jpg,"[ 0.49496755 -0.03012328 -0.12647013 ... -0.2927771  -0.03999041
 -0.03795593]"
RID_1001001146_20180604_140117_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0049.jpg,"[ 0.4892388  -0.00512551 -0.13742916 ... -0.39911208 -0.12051164
 -0.34426543]"
RID_1001000457_20190820_154607_L_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0073.jpg,"[ 0.5880267   0.09444096 -0.13646555 ... -0.41411653 -0.07872836
 -0.10478673]"
RID_1001006953_20171103_162330_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0009.jpg,"[ 0.52122736  0.46943742 -0.13066112 ... -0.45953122 -0.02618963
 -0.25869748]"
RID_1001007923_20180417_162800_L_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0017.jpg,"[ 0.65679586  0.07383085 -0.16670524 ... -0.30421147 -0.12686191
 -0.36893308]"
RID_1001007603_20180717_171004_L_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0081.jpg,"[ 0.56604105 -0.10603202 -0.21763226 ... -0.21259168 -0.07005276
 -0.05029314]"
RID_1001000716_20191028_162834_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0057.jpg,"[ 0.4821148   0.0205915  -0.15446517 ... -0.31252885 -0.15831602
 -0.18081318]"
RID_1001006890_20191113_165709_L_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0073.jpg,"[ 0.5469639  -0.2581954  -0.13293149 ... -0.32905695 -0.06534906
 -0.19219849]"
RID_1001001046_20181128_132405_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0073.jpg,"[ 0.4943024   0.02687067 -0.15324157 ... -0.33373377 -0.02036236
 -0.0851718 ]"
RID_1001001026_20180709_154750_L_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0089.jpg,"[ 0.6011867  -0.01785509 -0.12083132 ... -0.47610754 -0.06452946
 -0.27466032]"
RID_1001001106_20190814_165605_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0001.jpg,"[ 0.6617909   0.19426104 -0.11280051 ... -0.6353859  -0.11717813
 -0.36978057]"
RID_1001007514_20191016_170643_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0089.jpg,"[ 0.57382256 -0.03681121 -0.1057274  ... -0.30849165 -0.06925864
 -0.24927592]"
RID_1001000257_20191204_170814_L_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0057.jpg,"[ 0.50269777  0.15297955 -0.11701486 ... -0.47041452 -0.09046446
 -0.0757715 ]"
RID_1001003633_20171204_155616_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0105.jpg,"[ 0.5783772   0.13272512 -0.1478566  ... -0.38990417 -0.06712973
 -0.2343311 ]"
RID_1001003633_20171204_155617_L_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0097.jpg,"[ 0.49735147  0.03191241 -0.18974091 ... -0.3236946  -0.04066631
 -0.20666003]"
RID_1001000466_20190716_152500_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0001.jpg,"[ 0.5080345  -0.30896342 -0.1239893  ... -0.36760756 -0.20451218
 -0.78906673]"
RID_1001000466_20190716_152500_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0025.jpg,"[ 0.48718777 -0.20814013 -0.08603285 ... -0.36017457 -0.20798026
 -0.71442986]"
RID_1001000689_20190917_151024_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0057.jpg,"[ 0.49473262  0.02871491 -0.13395742 ... -0.23400263  0.04685943
 -0.22205989]"
RID_1001000689_20190917_151025_L_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0081.jpg,"[ 0.40797442 -0.00882862 -0.11674358 ... -0.32941845 -0.10411771
 -0.27763262]"
RID_1001001046_20181128_132405_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0097.jpg,"[ 0.5451071   0.12948857 -0.1389844  ... -0.38796714 -0.0974995
 -0.37051094]"
RID_1001000457_20190820_154607_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0025.jpg,"[ 0.7138752   0.2806471  -0.18501304 ... -0.5956186  -0.08576082
 -0.32189792]"
RID_1001000403_20180410_170435_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0033.jpg,"[ 0.64497954  0.17092043 -0.16025491 ... -0.46220937 -0.12324637
 -0.5088473 ]"
RID_1001001151_20190605_160336_L_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0025.jpg,"[ 0.5504076   0.28129724 -0.16966413 ... -0.38001725 -0.16791163
 -0.31685272]"
RID_1001000852_20191022_170308_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0121.jpg,"[ 0.60790974  0.12405536 -0.1502661  ... -0.5248348  -0.11375416
 -0.363717  ]"
RID_1001006953_20171103_162330_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0121.jpg,"[ 0.59557146  0.3827717  -0.14518648 ... -0.38066557 -0.07806966
 -0.28560364]"
RID_1001000441_20181108_160255_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0009.jpg,"[ 0.6108112   0.2780709  -0.16931264 ... -0.47480446 -0.00816124
 -0.43549004]"
RID_1001000177_20170803_162729_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0049.jpg,"[ 0.5070951   0.17436612 -0.14566596 ... -0.25740218  0.06597558
 -0.27849078]"
RID_1001002226_20190306_165331_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0113.jpg,"[ 0.74512035 -0.01994264 -0.18140225 ... -0.2716236  -0.23497057
 -0.34307334]"
RID_1001000149_20180618_154813_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0041.jpg,"[ 0.49885556  0.24347855 -0.15154913 ... -0.35267293 -0.07974498
 -0.25457868]"
RID_1001001026_20180709_154750_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0057.jpg,"[ 0.5435184   0.02103931 -0.1122126  ... -0.42605203 -0.19757247
 -0.39211378]"
RID_1001000646_20180517_165451_L_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0049.jpg,"[ 0.51286334  0.05827164 -0.07876194 ... -0.38596725 -0.30802917
 -0.35870534]"
RID_1001001151_20190605_160335_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0001.jpg,"[ 0.7014428   0.18940182 -0.18763559 ... -0.5339423  -0.23061079
 -0.46599042]"
RID_1001004517_20190910_153005_L_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0025.jpg,"[ 0.37470132  0.6384481   0.00384584 ... -0.40563044 -0.31803298
  0.03057202]"
RID_1001007514_20191016_170643_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0065.jpg,"[ 0.58649236 -0.26874703 -0.12055353 ... -0.36461365  0.01014013
 -0.17885098]"
RID_1001000243_20190521_161307_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0121.jpg,"[ 0.6773226   0.07378125 -0.1499073  ... -0.43715915 -0.26459032
 -0.4564954 ]"
RID_1001000646_20180517_165451_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0033.jpg,"[ 0.5525596   0.3735856  -0.05787355 ... -0.4010326  -0.3164443
 -0.46103108]"
RID_1001000147_20190925_154428_L_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0065.jpg,"[ 0.5556948   0.20613874 -0.14320795 ... -0.36456916 -0.1702838
 -0.28903058]"
RID_1001007680_20190306_151718_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0001.jpg,"[ 0.6036262   0.12570076 -0.07365522 ... -0.5188201  -0.10910536
 -0.5002153 ]"
RID_1001000441_20181108_160255_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0113.jpg,"[ 0.5313416   0.23248357 -0.16925699 ... -0.4748133  -0.1290424
 -0.527209  ]"
RID_1001000716_20191028_162835_L_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0001.jpg,"[ 0.64294493  0.12850039 -0.22579435 ... -0.49632293 -0.15834096
 -0.3066163 ]"
RID_1001001069_20181031_161831_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0025.jpg,"[ 0.5488503   0.28414172 -0.12148507 ... -0.4894555  -0.00720816
 -0.42017195]"
RID_1001003633_20171204_155616_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0025.jpg,"[ 0.53221375  0.18876138 -0.09150185 ... -0.20042953 -0.02864374
 -0.24194537]"
RID_1001003633_20171204_155616_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0097.jpg,"[ 0.56262755  0.11022799 -0.1240755  ... -0.375002   -0.0440194
 -0.20773318]"
RID_1001000243_20190521_161307_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0089.jpg,"[ 0.58110434  0.02983331 -0.1770239  ... -0.31942558 -0.17178439
 -0.30402023]"
RID_1001005301_20190722_160403_L_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0025.jpg,"[ 0.5556247   0.16039343 -0.14915109 ... -0.36534002 -0.16511077
 -0.19375898]"
RID_1001000852_20191022_170308_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0049.jpg,"[ 0.4379272   0.09016209 -0.11925439 ... -0.4218003  -0.02872418
 -0.32058266]"
RID_1001007730_20181221_161535_L_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0081.jpg,"[ 0.5847356  -0.10893511 -0.16470052 ... -0.26169097 -0.13993031
 -0.14016499]"
RID_1001000257_20191204_170814_L_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0089.jpg,"[ 0.5527072   0.06855902 -0.18092367 ... -0.53200626 -0.12766998
 -0.33990404]"
RID_1001000177_20170803_162729_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0097.jpg,"[ 0.5842681   0.23593235 -0.15257417 ... -0.4292066  -0.08381683
 -0.5137217 ]"
RID_1001000342_20181203_154641_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0097.jpg,"[ 0.5003865   0.18765798 -0.13212413 ... -0.42494237 -0.15378202
 -0.36153746]"
RID_1001000689_20190917_151025_L_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0065.jpg,"[ 0.42635027 -0.08721052 -0.12939832 ... -0.30018708 -0.08971988
 -0.13171351]"
RID_1001001026_20180709_154750_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0017.jpg,"[ 0.5095767   0.14422962 -0.13123237 ... -0.41093677 -0.09978341
 -0.5949615 ]"
RID_1001000695_20180426_154103_L_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0121.jpg,"[ 0.6235939   0.08462124 -0.11671489 ... -0.48653686 -0.08956578
 -0.39462095]"
RID_1001007672_20181010_153529_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0017.jpg,"[ 0.4964542   0.06606546 -0.15919414 ... -0.27106237 -0.13231537
 -0.2973767 ]"
RID_1001001151_20190605_160335_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0105.jpg,"[ 0.58666515  0.26715606 -0.18087474 ... -0.41008455 -0.17025743
 -0.34823453]"
RID_1001000984_20190802_161342_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0121.jpg,"[ 0.61285055  0.12626497 -0.16990714 ... -0.34814933 -0.10716479
 -0.43889   ]"
RID_1001003701_20190924_163410_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0065.jpg,"[ 0.41942045 -0.01156496 -0.1408687  ... -0.26862976 -0.00880275
  0.02810048]"
RID_1001007514_20191016_170643_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0097.jpg,"[ 0.6263181  -0.0827275  -0.13528265 ... -0.31109825 -0.09732269
 -0.19107117]"
RID_1001007514_20191016_170643_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0041.jpg,"[ 0.53309655  0.0440716  -0.12325191 ... -0.3784421  -0.10367749
 -0.31484297]"
RID_1001000695_20180426_154103_L_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0089.jpg,"[ 0.5302189  -0.11885347 -0.08070237 ... -0.35865366 -0.06547964
 -0.23108993]"
RID_1001005372_20190726_163812_L_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0121.jpg,"[ 0.66458     0.21725205 -0.200657   ... -0.51130515 -0.13358429
 -0.24534741]"
RID_1001001130_20180522_154512_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0089.jpg,"[ 0.55388093  0.15566768 -0.17858672 ... -0.34876937 -0.14980836
 -0.34626654]"
RID_1001001130_20180522_154512_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0073.jpg,"[ 0.5506289  -0.00595202 -0.18913364 ... -0.28850648 -0.10514005
 -0.07237692]"
RID_1001000378_20180808_153732_L_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0017.jpg,"[ 0.7198282  -0.13483486 -0.07459246 ... -0.40987837 -0.18073243
 -0.4614047 ]"
RID_1001000147_20190925_154428_L_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0049.jpg,"[ 0.60108674  0.20947409 -0.13347937 ... -0.33825153 -0.11465235
 -0.33226115]"
RID_1001004517_20190910_153005_L_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0001.jpg,"[ 0.40641394  0.1682254   0.00172678 ... -0.44954145 -0.21148272
 -0.3469034 ]"
RID_1001000436_20171128_162346_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0113.jpg,"[ 0.5843039   0.3153643  -0.1643094  ... -0.53090787 -0.17306684
 -0.46429008]"
RID_1001006953_20171103_162331_L_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0049.jpg,"[ 0.5733322   0.06336991 -0.16910653 ... -0.20318365 -0.06472043
 -0.05726004]"
RID_1001007672_20181010_153529_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0001.jpg,"[ 0.5293172   0.07786864 -0.20806006 ... -0.36836123 -0.06484085
 -0.22380345]"
RID_1001007603_20180717_171004_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0105.jpg,"[ 0.7299312   0.17846896 -0.16424572 ... -0.23808143 -0.15757248
 -0.22867602]"
RID_1001000008_20171114_161349_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0001.jpg,"[ 0.62001646  0.19004041 -0.14548032 ... -0.5599902  -0.05570449
 -0.39385724]"
RID_1001001069_20181031_161831_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0049.jpg,"[ 0.56220543  0.02979376 -0.14273068 ... -0.37646914 -0.12397512
 -0.20871483]"
RID_1001007680_20190306_151718_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0105.jpg,"[ 0.52884626  0.15076043 -0.13980249 ... -0.5095228  -0.20279604
 -0.32080412]"
RID_1001000662_20180723_160037_L_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0057.jpg,"[ 0.48451346  0.08133066 -0.18629792 ... -0.2900534  -0.162768
 -0.21273413]"
RID_1001001069_20181031_161831_L_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0057.jpg,"[ 0.4365076   0.00540543 -0.11975697 ... -0.35293862 -0.1152241
 -0.23963149]"
RID_1001000716_20191028_162834_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0017.jpg,"[ 0.5026141   0.09925958 -0.11736275 ... -0.34631038 -0.19652687
 -0.2912723 ]"
RID_1001006890_20191113_165709_L_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0105.jpg,"[ 0.5960157   0.15626611 -0.1354535  ... -0.37388265 -0.24401239
 -0.38501605]"
RID_1001003701_20190924_163410_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0033.jpg,"[ 0.5286254  -0.00679362 -0.14328237 ... -0.3799403  -0.03124009
 -0.32024667]"
RID_1001001188_20180226_141751_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0041.jpg,"[ 0.5150042  -0.00582267 -0.11011865 ... -0.46018943 -0.24507555
 -0.5035408 ]"
RID_1001001146_20180604_140117_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0057.jpg,"[ 0.503131   -0.016513   -0.118867   ... -0.4432169  -0.10742956
 -0.15789284]"
RID_1001000436_20171128_162346_L_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0089.jpg,"[ 0.68211186 -0.22448404 -0.16424446 ... -0.40414038 -0.17986913
 -0.6640948 ]"
RID_1001000984_20190802_161342_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0001.jpg,"[ 0.58710796  0.32159021 -0.16790424 ... -0.3356788  -0.13313101
 -0.321146  ]"
RID_1001007672_20181010_153529_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0009.jpg,"[ 0.4240499   0.04600551 -0.15228456 ... -0.34677324 -0.12123294
 -0.32983384]"
RID_1001001041_20190605_152102_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0081.jpg,"[ 0.4980526   0.08962236 -0.12427039 ... -0.44157112 -0.09338672
 -0.13210411]"
RID_1001005372_20190726_163812_L_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0081.jpg,"[ 0.49506408  0.13963461 -0.16189352 ... -0.28411263 -0.06832483
 -0.08647167]"
RID_1001004476_20190522_165641_L_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0009.jpg,"[ 0.6082336  -0.01790917 -0.13144921 ... -0.4306962  -0.15415506
 -0.3021071 ]"
RID_1001000585_20190521_164622_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0057.jpg,"[ 0.48578224 -0.03526278 -0.15702958 ... -0.22061138 -0.09277183
 -0.0857777 ]"
RID_1001000177_20170803_162003_L_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0105.jpg,"[ 0.5320009   0.22370726 -0.18087462 ... -0.36294284 -0.12771033
 -0.461992  ]"
RID_1001000695_20180426_154103_L_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0049.jpg,"[ 0.5654727  -0.16288157 -0.15576816 ... -0.32356796 -0.15184012
  0.12979606]"
RID_1001000646_20180517_165451_L_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0089.jpg,"[ 0.53591996  0.17906953 -0.11668129 ... -0.36323652 -0.36769748
 -0.39031613]"
RID_1001004517_20190910_153005_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0113.jpg,"[ 0.4402136   0.14424467 -0.11886237 ... -0.45830777 -0.15968949
 -0.46162772]"
RID_1001000243_20190521_161307_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0009.jpg,"[ 0.6444003   0.20405303 -0.13576426 ... -0.5460056  -0.10759848
 -0.39975524]"
RID_1001000441_20181108_160255_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0041.jpg,"[ 0.49883363  0.14290132 -0.18457264 ... -0.40455893 -0.14272165
 -0.34754443]"
RID_1001000662_20180723_160037_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0049.jpg,"[ 0.47848654  0.3139475  -0.09656537 ... -0.33689928 -0.21458194
 -0.40236992]"
RID_1001001069_20181031_161831_L_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0121.jpg,"[ 0.56649774  0.20691495 -0.13499057 ... -0.5495533  -0.19530228
 -0.4228011 ]"
RID_1001005372_20190726_163812_L_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0033.jpg,"[ 0.66689646  0.03785226 -0.17524211 ... -0.43951777 -0.15695247
 -0.16523433]"
RID_1001001069_20181031_161831_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0097.jpg,"[ 0.53039294 -0.02398265 -0.10408574 ... -0.3135801  -0.16329497
 -0.36879814]"
RID_1001000149_20180618_154813_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0017.jpg,"[ 0.58206356  0.44480982 -0.14880015 ... -0.49727103 -0.1816866
 -0.28069246]"
RID_1001000015_20180514_125900_R_CIRRUS_HD-OCT_5000_512x1024x128_ORG_IMG_JPG_0001.jpg,"[ 0.52244633  0.17088667 -0.13513729 ... -0.51015484 -0.17942807
 -0.40130672]"
